send_date,is_sent_securely,is_sensitive,classification,is_internal_recipient,recipient_domain,recipient_type,verification_method,is_read,sending_organizational_unit
14/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
02/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
31/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
06/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Niet geopend,Team 2
04/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
15/12/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
03/12/2019,Veilig verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
16/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Management team
18/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
12/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Geopend,Team 1
06/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-zes.de,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 2
19/12/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vijf.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Finance
10/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 1
02/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
11/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,Gastontvanger,Verificatie email,Geopend,Team 1
25/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 1
22/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-zes.de,Gastontvanger,SMS,Geopend,Team 1
20/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 2
15/12/2019,Normaal verzonden,Gevoelig,BSN in onderwerp,Interne ontvanger,eigendomein.nl,,,,Secretariaat
04/11/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 2
20/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
17/12/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Finance
18/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Persoonlijke toegangscode,Geopend,Secretariaat
06/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Secretariaat
06/11/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
03/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
12/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
27/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Finance
10/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Gedeelde toegangscode,Geopend,Team 1
19/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Secretariaat
04/11/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
16/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
07/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
11/11/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Secretariaat
11/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
09/11/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Team 2
19/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
07/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
07/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
22/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Management team
08/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
21/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
05/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
14/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
01/12/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
19/10/2019,Normaal verzonden,Gevoelig,BSN in onderwerp,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
29/11/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
14/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
11/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
15/11/2019,Normaal verzonden,Gevoelig,BSN in onderwerp,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
13/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Secretariaat
08/10/2019,Veilig verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
30/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
09/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
19/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
30/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 1
02/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
05/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
01/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
07/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
30/10/2019,Normaal verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
11/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Team 1
17/11/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Team 2
17/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
12/10/2019,Veilig verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
15/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
13/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Finance
16/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Team 1
27/10/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Team 1
17/10/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-vier.net,Gastontvanger,Gedeelde toegangscode,Geopend,Team 1
07/11/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Secretariaat
14/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,Gastontvanger,Verificatie email,Geopend,Team 2
15/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
18/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
24/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
09/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
12/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Geopend,Secretariaat
18/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
28/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
16/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
02/12/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
03/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
29/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vier.net,Gastontvanger,Verificatie email,Niet geopend,Secretariaat
04/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
13/10/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Verificatie email,Geopend,Team 2
13/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
22/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
04/10/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Verificatie email,Niet geopend,Team 1
12/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
11/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Team 2
13/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 2
08/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Management team
18/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
16/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
09/11/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
27/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Team 1
24/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
08/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,SMS,Geopend,Finance
04/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
09/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
28/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
16/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
14/12/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Verificatie email,Geopend,Secretariaat
22/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
24/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
07/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 2
07/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Team 2
02/11/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
18/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
30/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
09/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
27/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
10/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
02/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
04/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
01/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Persoonlijke toegangscode,Niet geopend,Secretariaat
27/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Secretariaat
24/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
20/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Management team
12/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 1
13/12/2019,Veilig verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Gedeelde toegangscode,Geopend,Team 1
18/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 1
08/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 2
10/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
02/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
23/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,Ontvanger met ZIVVER,ZIVVER,Niet geopend,Secretariaat
11/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
16/10/2019,Normaal verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,,,,Team 1
15/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
11/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
15/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
28/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
14/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 2
06/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vier.net,,,,Secretariaat
21/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-vier.net,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
13/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Team 2
02/11/2019,Normaal verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
06/12/2019,Veilig verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Management team
05/10/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Team 2
07/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
01/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Team 2
07/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
02/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Management team
03/11/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
12/12/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
07/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
18/11/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-drie.com,Gastontvanger,Persoonlijke toegangscode,Niet geopend,Team 1
03/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Team 1
08/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,SMS,Geopend,Finance
13/10/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
12/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
09/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
25/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
23/11/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Team 1
15/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
09/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,,,,Secretariaat
02/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 2
06/12/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
16/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-twee.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
11/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
25/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
01/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Team 1
17/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
16/11/2019,Normaal verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,,,,Finance
09/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Finance
27/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Finance
11/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,SMS,Geopend,Team 2
10/12/2019,Veilig verzonden,Gevoelig,Financieel,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Management team
06/12/2019,Normaal verzonden,Gevoelig,Persoonlijk,Interne ontvanger,eigendomein.nl,,,,Finance
02/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
19/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Finance
14/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
19/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
19/12/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Gedeelde toegangscode,Niet geopend,Secretariaat
02/12/2019,Veilig verzonden,Gevoelig,BSN in bericht,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
07/11/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vier.net,Ontvanger met ZIVVER,ZIVVER,Geopend,Finance
19/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Secretariaat
01/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
17/11/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
13/11/2019,Veilig verzonden,Gevoelig,Medisch,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Finance
11/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-zes.de,,,,Secretariaat
07/11/2019,Veilig verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-vier.net,Gastontvanger,Verificatie email,Geopend,Team 2
10/12/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
08/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 2
09/11/2019,Normaal verzonden,Gevoelig,BSN in bericht,Interne ontvanger,eigendomein.nl,,,,Team 1
12/11/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,,,,Team 1
31/10/2019,Normaal verzonden,Gevoelig,Financieel,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
10/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
27/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Team 1
18/10/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 1
01/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
24/10/2019,Normaal verzonden,Gevoelig,BSN in bijlage,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
07/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vijf.nl,,,,Team 1
09/12/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-zes.de,Gastontvanger,Verificatie email,Geopend,Finance
16/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-drie.com,,,,Secretariaat
09/11/2019,Normaal verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
07/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 1
14/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
20/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Secretariaat
21/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-vier.net,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
09/12/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 2
27/11/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Secretariaat
05/10/2019,Normaal verzonden,Niet gevoelig,,Interne ontvanger,eigendomein.nl,,,,Team 2
22/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-vijf.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
01/10/2019,Veilig verzonden,Gevoelig,BSN in bijlage,Interne ontvanger,eigendomein.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Team 1
19/12/2019,Normaal verzonden,Gevoelig,Medisch,Externe ontvanger,voorbeeld-domein-twee.nl,,,,Team 2
11/10/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Team 1
18/10/2019,Veilig verzonden,Gevoelig,Persoonlijk,Externe ontvanger,voorbeeld-domein-een.nl,Ontvanger met ZIVVER,ZIVVER,Geopend,Secretariaat
13/11/2019,Normaal verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,,,,Finance
25/10/2019,Veilig verzonden,Niet gevoelig,,Externe ontvanger,voorbeeld-domein-een.nl,Gastontvanger,Persoonlijke toegangscode,Geopend,Finance
